Mod:Item:MetaData, Localized Name
mod_lavacow:shattered_ice, Треснутый лед
mod_lavacow:halo_necklace, Сияющее ожерелье
mod_lavacow:dreamcatcher, Ловец снов
mod_lavacow:raven_whistle, Крик Ворона
mod_lavacow:acidicheart, Кислотное Сердце
mod_lavacow:faminearmor_helmet, Шлем вечного голода
mod_lavacow:faminearmor_chestplate, Туника вечного голода
mod_lavacow:faminearmor_leggings, Штаны вечного голода
mod_lavacow:faminearmor_boots, Ботинки вечного голода
mod_lavacow:foul_bristle, Грязная щетка
mod_lavacow:crabcake, Пирог с крабовым мясом
mod_lavacow:ectoplasm, Эктоплазма
mod_lavacow:ghostjelly, Призрачное желе
mod_lavacow:banshee_vocal_cord, Глас банши
mod_lavacow:weta_jaw, Жвала саранчи
mod_lavacow:chitin, Хитин
mod_lavacow:ghostbomb, Призрачная бомба
mod_lavacow:sonicbomb, Ослабляющая бомба
mod_lavacow:weta_hoe, Мотыга из хитина саранчи
mod_lavacow:bonestew, Суп с косточками
mod_lavacow:vespa_shield, Vespa Shield
mod_lavacow:frozen_dagger, Frozen Dagger
mod_lavacow:spectral_dagger, Spectral Dagger
mod_lavacow:hatred_shard, Shard of Reminiscence
mod_lavacow:kings_crown:0, King's Crown
mod_lavacow:kings_crown:1, King's Crown
mod_lavacow:skeletonking_crown, The Crown of Rule
mod_lavacow:emblem_of_king, Emblem of King
mod_lavacow:beast_claw, Beast Claw
mod_lavacow:curseweave_cloth, Curseweave Cloth
mod_lavacow:undertaker_shovel, Полночная Скорбь
mod_lavacow:skeletonking_mace, "Death"
mod_lavacow:chitinarmor_helmet, Weta Helmet
mod_lavacow:chitinarmor_chestplate, Weta Chestplate
mod_lavacow:chitinarmor_leggings, Weta Leggings
mod_lavacow:chitinarmor_boots, Weta Boots
mod_lavacow:cactus_thorn, Cactus Thorn
mod_lavacow:cactus_fruit, Prickly Pear
mod_lavacow:thorn_shooter, Thorn Shooter
mod_lavacow:baobing, Baobing
mod_lavacow:ectoplasm_mass, Ectoplasm Mass
mod_lavacow:ectoplasm_ingot, Ectoplasm Ingot
mod_lavacow:enigmoth_larva_item, Raw Enigmoth Caterpillar
mod_lavacow:enigmoth_larva_item_cooked, Cooked Enigmoth Caterpillar
mod_lavacow:foul_hide, Foul Hide
mod_lavacow:glowshroom, Светящийся гриб
mod_lavacow:pileofsludge, Куча отходов
mod_lavacow:glowshroom_block_stem, Ножка светящегося гриба
mod_lavacow:glowshroom_block_cap, Шляпка светящегося гриба
mod_lavacow:bloodtooth_shroom, Кровозуб
mod_lavacow:cordy_shroom, Кордицепс
mod_lavacow:veil_shroom, Гриб-покров
mod_lavacow:scarecrowhead_common, Голова пугала
mod_lavacow:scarecrowhead_straw, Голова пугала
mod_lavacow:scarecrowhead_plague, Голова пугала
mod_lavacow:tombstone, Могильный камень
mod_lavacow:cactoid_sprout, Cactoid Sprout
mod_lavacow:ectoplasm_block, Block of Ectoplasm
fluxnetworks:flux, Флакс
fluxnetworks:fluxcore, Флаксовое ядро
fluxnetworks:fluxconfigurator, Флаксовый конфигуратор
fluxnetworks:adminconfigurator, Административный конфигуратор
fluxnetworks:fluxblock, Флаксовый блок
fluxnetworks:fluxplug, Флаксовый разъём
fluxnetworks:fluxpoint, Флаксовая точка
fluxnetworks:fluxcontroller, Флаксовый контроллер
fluxnetworks:fluxstorage, Базовое флаксовое хранилище
fluxnetworks:herculeanfluxstorage, Геркулесовое флаксовое хранилище
fluxnetworks:gargantuanfluxstorage, Гигантское флаксовое хранилище
framland:framland, Framland
framland:drit, Farm Drit
framland:thunderhoe, Thunder Hoe
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Экран
ftbquests:progress_detector, Датчик прогресса квеста
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Экран прогресса
ftbquests:chest, Квестовый сундук
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
gravestone:gravestone, Надгробие
gravestone:death_info, Информация о смерти
hatchery:hatcheryegg, Egg
hatchery:animalnet, Animal Net
hatchery:chickenmanure, Chicken Manure
hatchery:sprayer, Fertilizer Sprayer
hatchery:feather_meal, Feather Meal
hatchery:plastic, Plastic
hatchery:feather_fiber, Feather Fibers
hatchery:chicken_feed, Chicken Feed
hatchery:circuit_board, Circuit Board
hatchery:fiber_pad, Fiber Pad
hatchery:feather_pulp, Feather Pulp
hatchery:prize_egg, Lucky Egg
hatchery:chicken_machine, Lucky Egg Machine
hatchery:rf_upgrade:0, RF Efficiency Upgrade Tier 1
hatchery:rf_upgrade:1, RF Efficiency Upgrade Tier 2
hatchery:rf_upgrade:2, RF Efficiency Upgrade Tier 3
hatchery:speed_upgrade:0, Speed Upgrade Tier 1
hatchery:speed_upgrade:1, Speed Upgrade Tier 2
hatchery:speed_upgrade:2, Speed Upgrade Tier 3
hatchery:tank_upgrade:0, Tank Upgrade Tier 1
hatchery:tank_upgrade:1, Tank Upgrade Tier 2
hatchery:tank_upgrade:2, Tank Upgrade Tier 3
hatchery:rf_capacity_upgrade:0, RF Capacity Tier 1
hatchery:rf_capacity_upgrade:1, RF Capacity Tier 2
hatchery:rf_capacity_upgrade:2, RF Capacity Tier 3
hatchery:nest, Egg Nest
hatchery:pen, Nesting Pen
hatchery:feeder, Chicken Feeder
hatchery:fertilized_dirt, Fertilized Dirt
hatchery:fertilized_farmland, Fertilized Farmland
hatchery:manure_block, Chicken Manure Block
hatchery:nursery_block, Nursery Monitor
hatchery:fertilizer_mixer, Fertilizer Mixer
hatchery:digester_generator, Methane Digester Generator
hatchery:shredder, Shredder
iceandfire:lectern, Кафедра
iceandfire:podium:0, Подиум из дуба
iceandfire:podium:1, Подиум из ели
iceandfire:podium:2, Подиум из берёзы
iceandfire:podium:3, Подиум из тропического дерева
iceandfire:podium:4, Подиум из акации
iceandfire:podium:5, Подиум из тёмного дуба
iceandfire:fire_lily, Огненная лилия
iceandfire:frost_lily, Ледяная лилия
iceandfire:goldpile, Груда золота
iceandfire:silverpile, Груда серебра
iceandfire:silver_ore, Серебряная руда
iceandfire:sapphire_ore, Сапфировая руда
iceandfire:silver_block, Серебряный блок
iceandfire:sapphire_block, Сапфировый блок
iceandfire:chared_dirt, Обугленная земля
iceandfire:chared_grass, Обугленный дёрн
iceandfire:chared_stone, Обугленный камень
iceandfire:chared_cobblestone, Обугленный булыжник
iceandfire:chared_gravel, Обугленный гравий
iceandfire:chared_grass_path, Обугленная тропа
iceandfire:ash, Пепел
iceandfire:frozen_dirt, Замёрзшая земля
iceandfire:frozen_grass, Замёрзший дёрн
iceandfire:frozen_stone, Замёрзший камень
iceandfire:frozen_cobblestone, Замерзший булыжник
iceandfire:frozen_gravel, Замёрзший гравий
iceandfire:frozen_grass_path, Замерзшая тропа
iceandfire:frozen_splinters, Замёрзшие щепки
iceandfire:dragon_ice, Драконий лёд
iceandfire:dragon_ice_spikes, Драконьи ледяные шипы
iceandfire:nest, Драконье гнездо
iceandfire:dragonscale_red, Блок чешуи дракона
iceandfire:dragonscale_green, Блок чешуи дракона
iceandfire:dragonscale_bronze, Блок чешуи дракона
iceandfire:dragonscale_gray, Блок чешуи дракона
